text,category
it's been booked into first class with curbside delivery 24 hours from now. I'm counting on it! #TeamUSA,Luggage Issue
is ridiculous! UA6 delayed for 3.5 hours and counting. Should have booked with a diff airline that takes it seriously #unitedsucks,Flight Issue
provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness,Satisfied
stellar customer service. You have earned my business by your attention to detail.,Satisfied
service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,Satisfied
Hey  you've upgraded me on a 10 hour International flight. I forgive you :-) thank you!,Satisfied
"my flight out of BGM cancelled last night, I get a hotel voucher, but had to pay for a cab back. Worse cab experience ever",Flight Issue
"'s first flight (4651, to #IAH) from #IAD is delayed...because no one hooked up ground power to the plane. Get it together, folks.",Flight Issue
already missed connection... UA 495,Flight Issue
"UA 1706 delayed again - I get charged $600 if Late Flight by you - you say ""oh well""",Flight Issue
yes to more food! Add some gluten free options while you're at it,Satisfied
thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,Satisfied
I was flying home for a 9:30am event tomorrow. You pushed back my flight. Now I have a $400 ticket that won't get me home in time.,Flight Issue
They held the plane! Made it!!,Satisfied
- you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!,Flight Issue
"ok, have sent u info via DM. I appreciate your help and consideration. 😊",Satisfied
nice and early back home! http://t.co/geG4nghmIE,Satisfied
I hope so too :),Satisfied
- after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive,Luggage Issue
I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace,Satisfied
Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help,Luggage Issue
", will you fill it? Yes they will. Thanks! #BringYourOwn,  http://t.co/daaa0rqBXW",Satisfied
Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.,Luggage Issue
"funny, both my flights yesterday were delayed because of mechanical issues. Rotten luck to get 2 planes in a row with ""issues""...",Flight Issue
waiting 12 mins and counting to get through to Global Services....something going on?,Flight Issue
no still trying to get home.,Flight Issue
. This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!,Satisfied
lax29108m make it happen please else on a cruise with no luggage tomorrow,Luggage Issue
Of course. That was the start of my trip 3 wks. ago. Its gone further downhill on my return.,Luggage Issue
no u don't,Flight Issue
"how much longer will it take? It a guitar, not a royal commission!",Luggage Issue
DM sent.  Thanks.,Satisfied
Stuck in this airport 12 hours in standbys cuz the pilot showed up Late Flight in PJs &amp; i missed my connectin flight. PJ's I TELL U! #NYFW,Flight Issue
"Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW",Satisfied
Thank you! Have a nice evening.,Satisfied
No thanks.  Took care of it when I called,Satisfied
y not? You're the reason we're in Houston and not NYC tonight. It took the plane an hour to take off - no explanations or sorry.,Flight Issue
awesome thank you very much for the help,Satisfied
"you should change your name to United Incompetence. No flight until Monday, have to take a 7 hour drive now to get to my flight!",Flight Issue
kept me watching the safety video for the first time in forever. Nice job 👍.,Satisfied
thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!,Satisfied
tell me something I don't know...not #keepingit100 #weaktea,Flight Issue
when a 2 hour flight turns into a 3:30 ordeal...sigh,Flight Issue
where are our luggages? With a group and over 20 luggages are lost,Luggage Issue
Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),Satisfied
thank you.,Satisfied
"first you lost all my bags, now you cancelled my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough",Flight Issue
"Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!",Satisfied
Looking forward to flying with you guys as well !!,Satisfied
how is it that my flight #3367 can arrive early and be delayed due to no gate being available. We are now 20 min Late Flight on tarmac,Flight Issue
Bag was finally delivered and intact. Thanks for your assistance.,Satisfied
is UA938 still taking off at 9:05pm? I'm stuck on the tarmac on UA3462 waiting to get in.,Flight Issue
- we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united,Flight Issue
. You guys made my day. Treated me well. Thank you!!!,Satisfied
Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,Flight Issue
"Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos.",Satisfied
"thank you! Good service, safe flight... 1/2 way home!",Satisfied
second time flying into Houston and 45+ mins waiting for luggage at baggage. Typical? Still waiting..,Luggage Issue
"Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",Satisfied
thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,Flight Issue
"I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",Satisfied
"If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?",Flight Issue
"not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",Flight Issue
I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united,Flight Issue
I just received notification of in-flight Wi-Fi for UA863 from  to . Amazing!,Satisfied
give her the recognition she deserves!,Satisfied
she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,Satisfied
been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,Flight Issue
you suck.  you're the best.,Satisfied
can you let us out of the gate now. UA1157,Flight Issue
"&amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go",Flight Issue
Thank You,Satisfied
That was the problem.  We were being told the aircraft was on its way.,Flight Issue
will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.,Flight Issue
you are by far the worst airline. 4 plane delays on 1 round trip flight. How is that possible.,Flight Issue
I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,Luggage Issue
now I'll probably miss my next connection!,Flight Issue
you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,Flight Issue
"not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just cancelled the goddamn flight so I go delta",Flight Issue
2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,Flight Issue
thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,Satisfied
Gate Agent Alavera is amazing,Satisfied
wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,Satisfied
Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!,Luggage Issue
"is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE",Flight Issue
"flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",Satisfied
Don't ask me to be patient without offering something in return.,Flight Issue
"just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",Flight Issue
free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,Satisfied
5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,Flight Issue
all good man it isn't your fault that plane is having maintenance issues,Satisfied
this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,Flight Issue
“:  Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏,Satisfied
